,county_name,state_name,state_fips,county_pop_2009,county_median_hh_inc_2009,county_pct_pop_in_poverty_2009,county_pct_pop_25_over_w_bachelors_or_higher_2009,county_fips,pct_change_median_hh_inc_2009_2016,county_emp_2009,pct_chg_emp_2009_2016,county_pct_emp_mfg_2009,county_unemp_rate_2009,pct_chg_cty_unemp_rate_2009_2016,pct_county_votes_Obama_2008,pct_state_votes_Obama_2008,state_tax_burden_rate_2009,county_pop_density_2009
39,Lawrence County,Alabama,1,34250,40009,14.386945016171714,12.344353799914126,1079,11.262465945162338,4748.0,-33.90901432181971,26.57961246840775,13.636939447681783,-49.46606438349673,35.17711171662125,38.74043429457492,9.1,49.588954621401
40,Lee County,Alabama,1,137855,42320,19.792500415301205,31.172504649721017,1081,13.553875236294896,37367.0,17.60376803061525,15.444108437926513,9.409335367451034,-44.510610313091384,39.57294063506673,38.74043429457492,9.1,226.90836427800164
41,Limestone County,Alabama,1,80966,47199,13.835652060850345,21.105846902285393,1083,19.621178414796923,15993.0,6.033889826799225,27.69961858313012,9.781132469703302,-46.514202579694924,28.422401716789363,38.74043429457492,9.1,144.5986684192479
44,Madison County,Alabama,1,329299,57453,12.368061167402251,37.40036787247087,1089,10.380658973421754,154144.0,2.90961698152377,13.588592484949139,8.039103068915903,-36.44664682372935,41.934218013198254,38.74043429457492,9.1,410.8057330839965
46,Marion County,Alabama,1,30771,31799,20.305251126201842,8.451479697178252,1093,11.29909745589484,7378.0,3.7679587964217944,31.837896448902143,16.58441873634819,-60.16131427112785,21.04411169566977,38.74043429457492,9.1,41.454036955807155
47,Marshall County,Alabama,1,92052,38563,19.65755607574209,15.204160309726529,1095,10.183336358685787,29951.0,2.944809856098294,32.336149043437615,10.158800284711484,-47.58166046228896,21.220527045769764,38.74043429457492,9.1,162.6814552472245
48,Mobile County,Alabama,1,410520,42187,19.175833196519456,20.054320839038777,1097,9.431815488183563,150599.0,0.6992078300652727,10.667401509970185,11.29399170346581,-41.4366810160598,45.29775553399771,38.74043429457492,9.1,333.9094787443013
50,Montgomery County,Alabama,1,228939,44587,19.687414687414687,31.17028203282958,1101,7.632269495592886,104319.0,-0.40836281022632503,11.703524765383104,10.492264951572698,-46.15919267039592,59.350982881910966,38.74043429457492,9.1,291.92206026927744
51,Morgan County,Alabama,1,118521,45564,14.861874204270663,18.971655569574395,1103,9.189272232464226,43314.0,-1.3321327977097475,28.136399316618185,10.807263956870255,-48.91695228096073,27.491986862411462,38.74043429457492,9.1,204.58040829430885
54,Pike County,Alabama,1,32471,31179,27.081082850502472,23.401101228293097,1109,11.222297058917862,10775.0,3.3410672853828305,13.893271461716937,9.510852369803203,-31.814667154926333,42.128269437477606,38.74043429457492,9.1,48.3131823822263
56,Russell County,Alabama,1,52490,33754,21.17910678411374,12.644318115220067,1113,21.401907922024055,11030.0,1.14233907524932,33.99818676337262,12.348140591672076,-55.09486419479068,53.31747290510177,38.74043429457492,9.1,81.86979442867393
57,St. Clair County,Alabama,1,82363,49200,13.395568552468788,14.565531512567565,1115,11.558943089430894,13181.0,27.820347469842957,16.470677490326985,10.892031547457167,-52.55278838608464,17.86845810842525,38.74043429457492,9.1,130.34141370022567
58,Shelby County,Alabama,1,191705,68883,7.228381374722838,40.0147141694321,1117,9.985047108865757,76171.0,9.511493875621955,7.581625553031993,7.775650727150632,-44.825305870844346,22.754101254371545,38.74043429457492,9.1,244.23196972978485
60,Talladega County,Alabama,1,82265,36609,21.672796448953708,12.308245015268547,1121,12.027097161900079,21858.0,10.16561442034953,38.699789550736575,14.393839151030777,-54.25765948821696,40.284762016138465,38.74043429457492,9.1,111.65552577109702
61,Tallapoosa County,Alabama,1,41614,39423,17.090571477436537,17.10822510822511,1123,9.989092661644218,11868.0,-8.628244017526121,11.164475901584092,13.565485701691554,-58.964975379243626,31.396613329190615,38.74043429457492,9.1,58.07785117254065
62,Tuscaloosa County,Alabama,1,191489,43538,19.896679047650352,26.04747858843598,1125,19.94349763425054,70373.0,11.714720134142356,17.840649112585794,10.164983164983166,-44.60507928741745,41.56021897810219,38.74043429457492,9.1,144.87480660182862
63,Walker County,Alabama,1,67308,37161,19.670941204935882,9.975783811585195,1127,12.343586017599096,15960.0,-6.56015037593985,10.858395989974937,11.635331677899964,-36.19647876390507,25.896970543068548,38.74043429457492,9.1,85.07163874255554
69,Anchorage Municipality,Alaska,2,287390,75485,7.841735319645424,32.31535629196448,2020,10.326554944690999,144656.0,1.8291671275301404,1.8063543855768167,6.518714978483301,-15.423823925899347,48.15103152977812,37.88937359938932,7.0,168.58852936293727
70,Apache County,Arizona,4,70906,31011,34.697048161574315,10.133581249694181,4001,6.29454064686724,7526.0,-10.68296571884135,2.325272389051289,11.368421052631579,-36.23564982395236,63.43252823345149,45.11525087476428,9.0,6.3322944426717305
71,Cochise County,Arizona,4,130464,45906,16.15159690473498,21.865403573978174,4003,5.9752537794623795,28407.0,-9.194916745872495,1.8023726546273806,15.046569592024136,-55.101244213894944,38.80172060630889,45.11525087476428,9.0,21.15967555942644
72,Coconino County,Arizona,4,132978,49615,19.826081437049734,31.46864899806076,4005,16.126171520709462,44916.0,15.132692136432452,8.348917980229762,18.926296633303004,-59.89842209072978,57.84079199175623,45.11525087476428,9.0,7.142103299955933
73,Gila County,Arizona,4,53380,37905,20.87592358638643,15.507655010672218,4007,11.04603614298905,11724.0,-0.9638348686455135,3.1985670419651995,9.880550506361983,-38.70108150122485,35.30201943312587,45.11525087476428,9.0,11.21915756274836
74,Graham County,Arizona,4,36720,43083,21.614368920196384,14.42838733431517,4009,19.193185247081214,10078.0,-32.38737844810478,1.7364556459615004,9.11381887687779,-49.62320983298474,29.0413925210294,45.11525087476428,9.0,7.943586689473472
76,Maricopa County,Arizona,4,3798374,55099,14.86847741947186,29.11383437527188,4013,11.80965171781702,1451978.0,11.799145717083867,6.836191732932592,9.058968817536277,-45.11318760380587,44.115953411157236,45.11525087476428,9.0,412.86032184499743
77,Mohave County,Arizona,4,200690,40573,16.766125583005763,12.199178715621658,4015,6.637418973208784,42107.0,-0.3633600113995298,7.317073170731708,12.294622926509911,-54.78391197994329,32.67805635677835,45.11525087476428,9.0,15.076908837777601
78,Navajo County,Arizona,4,107418,38975,26.238860545031635,14.333848531684698,4017,2.7684413085311097,18493.0,3.67706699832369,4.4881847185421515,15.806174034634829,-36.34459591802812,43.51675977653631,45.11525087476428,9.0,10.795321042665327
79,Pima County,Arizona,4,974181,46341,17.38421031551121,29.4546964470668,4019,10.133575019960725,309243.0,2.3987608450312536,8.7174164006946,10.451738904881546,-52.731142403312866,52.424840123224584,45.11525087476428,9.0,106.03866143552719
80,Pinal County,Arizona,4,351709,51212,14.312443837167793,18.079088732120898,4021,8.470670936499259,45025.0,8.515269294836202,6.778456413103831,22.994487973760933,-17.88084239429004,42.19368248429202,45.11525087476428,9.0,65.54872025781962
83,Baxter County,Arkansas,5,41527,35589,16.031901840490796,14.877847054332612,5005,16.555677316024614,11156.0,17.828970957332377,18.814987450699174,9.752096244987241,-46.244262309360614,32.72608978529603,38.86465976512423,10.5,74.92021223815271
84,Benton County,Arkansas,5,216314,52159,11.763132581000868,27.560533565318256,5007,22.972066182250426,92837.0,24.56132791882547,10.711246593491818,8.439798683701124,-45.66680689945309,30.669225612240876,38.86465976512423,10.5,255.28083204599716
85,Boone County,Arkansas,5,36908,37703,15.755786685794687,14.19971671388102,5009,14.744184812879611,12094.0,-0.48784521250206714,14.66843062675707,6.087204738457147,-41.67080260676714,28.660979707897116,38.86465976512423,10.5,62.531449551107954
88,Carroll County,Arkansas,5,27145,36031,16.95676586187535,17.08272404428661,5015,20.743248869029447,8061.0,11.64867882396725,46.520282843319684,11.347624044371159,-50.36902553145957,39.436619718309856,38.86465976512423,10.5,43.0813522577041
92,Cleburne County,Arkansas,5,25788,38510,16.64234728082975,16.25072855401897,5023,12.674629966242534,5955.0,-5.138539042821159,20.235096557514694,15.668427468508735,-78.30568312940174,26.027518080790262,38.86465976512423,10.5,46.57462993866626
93,Cleburne County,Arkansas,5,25788,38510,16.64234728082975,16.25072855401897,5023,12.674629966242534,5955.0,-5.138539042821159,20.235096557514694,7.540185094982951,-24.296352194791158,26.027518080790262,38.86465976512423,10.5,46.57462993866626
99,Craighead County,Arkansas,5,95034,40221,20.279567543955444,23.704425879544804,5031,14.039929390119589,36484.0,17.999671088696417,15.823374629974783,8.351880051540354,-47.13617726828362,36.46990441746319,38.86465976512423,10.5,134.37951601089358
100,Crawford County,Arkansas,5,61336,40409,17.607787680468313,13.18173832291745,5033,15.367863594743746,20842.0,-14.792246425486997,18.347567411956625,10.17766497461929,-50.60026770798386,25.511396843950905,38.86465976512423,10.5,103.41699629401072
101,Crittenden County,Arkansas,5,50701,35264,27.934947654439384,13.497425997425998,5035,10.600045372050817,13652.0,2.285379431585116,12.723410489305596,11.31771857679242,-51.93221671627248,56.58723637359627,38.86465976512423,10.5,83.14910784570979
106,Faulkner County,Arkansas,5,111058,47649,15.377933053208064,25.911212482817998,5045,8.984448781716301,32292.0,8.587266195961847,12.49845162888641,7.621285093386586,-43.664570585494275,36.31705480949027,38.86465976512423,10.5,171.41648813676522
109,Garland County,Arkansas,5,95914,38210,18.54409805488942,20.619520748100527,5051,12.91808427113321,31558.0,4.768996767856011,7.4085810254135245,8.259366532747828,-54.389682638071044,36.366339577757955,38.86465976512423,10.5,141.5117862554424
111,Greene County,Arkansas,5,41764,39090,15.761333951807817,12.13866550749837,5055,21.506779227423895,12565.0,13.720652606446478,34.428969359331475,8.029548739360848,-59.184369747899154,33.360270349691454,38.86465976512423,10.5,72.29370312221415
113,Hot Spring County,Arkansas,5,32797,38188,13.407071159133048,12.340955601032121,5059,8.049649104430712,5810.0,-1.1876075731497417,23.23580034423408,9.160590764628902,-38.865052870463245,35.86783772480134,38.86465976512423,10.5,53.310945022935556
115,Independence County,Arkansas,5,36279,34878,21.449291849155337,13.235414450535963,5063,24.78639830265497,14594.0,-3.987940249417569,28.333561737700425,9.82626512110921,-43.084907330939174,29.986177738027482,38.86465976512423,10.5,47.488523508645166
118,Jefferson County,Arkansas,5,77693,37682,22.862273794723027,16.87508670405676,5069,1.610848681067884,24421.0,-15.408869415666844,23.156299905818763,9.192733233164867,-52.97717083113057,62.194752265148715,38.86465976512423,10.5,89.2257902993525
119,Johnson County,Arkansas,5,25408,31400,19.867603460179506,15.96238397655105,5071,18.37579617834395,7454.0,0.87201502548967,34.23665146230212,9.19637804187889,-48.99036906154344,37.09046454767726,38.86465976512423,10.5,38.50840552648969
126,Lonoke County,Arkansas,5,67189,51096,13.373791524862211,17.289406103232075,5085,12.550884609362768,10364.0,11.028560401389425,13.334619837900425,5.648556535685645,-25.956398616796264,25.137947011499094,38.86465976512423,10.5,87.17602059351677
129,Miller County,Arkansas,5,43266,40200,20.299892895394503,12.916200335758255,5091,4.236318407960199,10668.0,6.214848143982002,16.404199475065617,7.053742802303263,-26.37173579109063,32.32423819956184,38.86465976512423,10.5,69.1616393159606
130,Mississippi County,Arkansas,5,46608,34267,26.08571804198256,12.624721412652152,5093,8.667230863513002,14751.0,17.08358755338621,34.36377194766457,9.294117647058824,-60.12798252492439,47.58743754461099,38.86465976512423,10.5,51.753659332825514
135,Ouachita County,Arkansas,5,26137,33008,20.783202670185517,13.17157712305026,5103,5.6925593795443525,8082.0,-7.5847562484533535,32.3929720366246,7.661849138784399,-43.97480465240211,43.63453815261044,38.86465976512423,10.5,35.66813094736095
141,Pope County,Arkansas,5,61166,40325,18.90539695417744,20.43191110179264,5115,3.940483570985741,22228.0,3.53608061903905,20.546157998920282,9.237995824634655,-50.20000571816218,27.184202183069882,38.86465976512423,10.5,75.2767836484737
143,Pulaski County,Arkansas,5,379981,45897,16.735210799985005,31.303433167514214,5119,9.142209730483474,209751.0,-1.6719824935280403,7.123684750013111,6.595954911173399,-52.77912528833686,55.07149365017385,38.86465976512423,10.5,500.1309618920637
145,St. Francis County,Arkansas,5,28195,26360,29.691329815961115,10.151210743364704,5123,34.12746585735964,5665.0,-2.241835834068844,8.473080317740513,7.705239562902774,-40.94905562821253,57.71699105733824,38.86465976512423,10.5,44.41759311625768
146,Saline County,Arkansas,5,105033,52982,9.079111748128492,22.90614976990657,5125,17.30776490128723,18212.0,19.168679991214585,6.64397100812651,7.6474860519626295,-51.41915588595545,28.430340626609635,38.86465976512423,10.5,145.15259727696366
149,Sebastian County,Arkansas,5,124961,40680,19.478706829394962,18.97010621780812,5131,6.293018682399214,64151.0,-1.7973219435394616,24.52494894857446,8.831846856645639,-41.95345139365217,31.641673609182636,38.86465976512423,10.5,234.92839967588566
153,Union County,Arkansas,5,41879,37794,21.956558752705956,16.492045013581684,5139,16.420595861777002,18819.0,-11.684999202933206,23.853552261012805,8.191667400687043,-36.705433486112405,36.03236509692066,38.86465976512423,10.5,40.298725767743704
155,Washington County,Arkansas,5,200621,41474,18.90806738689515,27.62512144689968,5143,19.662921348314608,79069.0,11.544347342194792,16.484336465618636,8.211970309123368,-45.63183291287347,42.44077215560105,38.86465976512423,10.5,212.98114793952223
156,Alameda County,California,6,1494876,70821,11.787121679860206,40.80137414673358,6001,30.715465751683823,581130.0,14.003923390635485,11.550255536626917,12.279856177522436,-46.21387519690983,78.75735271621777,61.01263834713425,11.4,2022.7897328478236
157,Amador County,California,6,38244,56180,10.016337442447647,18.752585850227554,6005,8.932004271982912,8378.0,-1.838147529243256,8.952017187873,17.592914206321637,-11.63845263635072,41.536416799574695,61.01263834713425,11.4,64.32070879927612
158,Butte County,California,6,219309,42971,19.78744512976985,23.984240687679083,6007,12.73416955621233,55308.0,9.264482534172272,6.7693642872640485,9.950171019159862,-55.05524506180638,49.84795321637427,61.01263834713425,11.4,134.01394714457513
159,Calaveras County,California,6,45794,55256,8.34074535266388,20.686286120322123,6009,5.239250036195164,5819.0,7.42395600618663,6.788107922323423,11.781830636184605,-36.181810222838436,42.105037329443064,61.01263834713425,11.4,44.89555024842845
161,Contra Costa County,California,6,1037817,79135,9.876680077136948,38.35994119023342,6013,18.420420799898906,304803.0,6.909708893941333,5.83590056528315,14.681230474329793,-35.321054936137976,67.96922395660357,61.01263834713425,11.4,1449.5926317539113
162,Del Norte County,California,6,28561,37588,21.185899992024883,14.255850711262937,6015,20.405448547408746,4401.0,-6.9984094523971825,1.3633265167007498,14.142618650131173,-41.16740692456555,45.357255272269434,61.01263834713425,11.4,28.380133409779475
163,El Dorado County,California,6,179878,68815,8.402843867211555,30.816091586453904,6017,17.099469592385383,42602.0,5.682831791934651,6.544293695131684,10.687926358181969,-53.91321193116517,43.61427372317758,61.01263834713425,11.4,105.32220298463069
164,Fresno County,California,6,920623,46903,23.383484043878642,19.47460081148042,6019,9.291516534123616,233208.0,9.624026620013035,10.44432437995266,27.365718747105294,-11.772720572972293,50.206214720389,61.01263834713425,11.4,154.51903166688234
165,Glenn County,California,6,28027,43239,18.764983654195422,15.513794482207118,6021,9.611693147390088,4540.0,14.493392070484582,14.603524229074889,8.95824456753302,-41.06894740971891,37.79734790970746,61.01263834713425,11.4,21.330388516431785
166,Humboldt County,California,6,133585,40376,18.42306651721872,26.346218487394957,6023,12.76005547850208,33603.0,2.5354879028658157,6.701782578936404,14.06259477163826,-26.190243962085876,62.28443203037959,61.01263834713425,11.4,37.43987856457997
167,Imperial County,California,6,171343,39402,23.256954489300547,12.757366992346364,6025,16.32404446474798,30887.0,7.138925761647295,10.761809175381229,14.238952536824879,-30.03905380887692,62.24111282843895,61.01263834713425,11.4,41.024488082779236
169,Kern County,California,6,829254,48021,21.41539696787217,14.64285567108023,6029,9.28343849565815,179606.0,6.067169248243377,6.664588042715722,12.319374815688587,-43.71361627287616,40.13613914537256,61.01263834713425,11.4,101.9752294539196
170,Kings County,California,6,152335,48838,19.29794660125827,12.455067710652346,6031,10.2932143003399,23220.0,2.6012058570198104,15.78811369509044,11.588088148579507,-54.60782661018689,42.00467129998861,61.01263834713425,11.4,109.6392739416447
171,Lake County,California,6,64392,39525,21.378395870495194,16.185337294652218,6033,7.463630613535737,9280.0,3.2650862068965516,3.6745689655172415,13.352789854527403,-30.82861214489094,58.15519536449769,61.01263834713425,11.4,51.24858332590508
172,Lassen County,California,6,35001,52484,14.640963459246167,12.375721616420783,6035,7.388918527551254,3610.0,0.33240997229916897,0.2770083102493075,7.51623339723142,-56.37638447285174,31.49205234038816,61.01263834713425,11.4,7.70746131405378
173,Los Angeles County,California,6,9787747,56266,16.257168008570467,29.226066168062477,6037,14.191518856858494,3703233.0,4.549619211105539,11.341792428399724,10.279876556347771,-33.332909576601416,69.18871042791255,61.01263834713425,11.4,2412.0322315768512
174,Madera County,California,6,149611,47724,19.80294723634212,14.046870377877356,6039,10.812169977369877,24031.0,10.973326120427782,14.01106903582872,10.047106636493789,-47.55308339370942,42.38460630386023,61.01263834713425,11.4,70.00756643795778
175,Marin County,California,6,250666,89605,7.228646951924666,53.97200952913277,6041,23.003180626081132,94673.0,6.186557941546164,1.9224065995584803,16.617159993546736,-36.40336653812037,77.97599092705265,61.01263834713425,11.4,481.76649894485166
177,Mendocino County,California,6,87525,44527,17.792923771197284,22.099438415045867,6045,10.568868327082445,22130.0,5.802078626299141,11.875282422051514,8.779761904761903,-38.91502749277251,69.5796681327469,61.01263834713425,11.4,24.961904753756265
178,Merced County,California,6,253606,43945,23.031199397175058,12.318157374621999,6047,14.07213562407555,40447.0,6.687764234677479,21.45523771849581,11.505226060186754,-33.52743115239555,53.33343781344032,61.01263834713425,11.4,131.06442883928034
180,Monterey County,California,6,411385,59737,15.083088581200494,23.240603949260738,6053,11.615916433701056,100735.0,7.07797687000546,6.061448354593736,8.656361235015815,-53.262552595809034,68.15453487744928,61.01263834713425,11.4,125.39950832089912
